scenario,year,B,C,I,E,sense,slack,horizon,h2prod,imports,system_cost,obj_bound_dual,h2price,h2value,co2seq,dac,captured_co2,elec_cap,elec_cf,total_onwind,total_offwind,total_solar,total_nuclear,total_h2_storage
1987caaa,1987,c,a,a,a,min,0.1,2040,11.10386402199727,370.08467612419855,1099319277842.0481,-2.2989547385819273,0.9768037000316093,348581336.2757008,124999932.41958861,11481.088629253194,165.92435770806085,87536.30852242387,0.7388749416960576,1049548.8343941488,465151.25485455303,1756611.4909403473,31811.13473203866,3356113.7574651227
1987caaa,1987,c,a,a,a,max,0.1,2040,62.661291111154085,188.58847093383878,1103290480500.202,-20.729267606486054,1.7804436037710074,3579484808.9828033,124999999.9650957,0.25381011476036963,506.4378480122812,455861.9352333417,0.8189263543658207,794690.0142889938,626637.5310032885,2504589.519924826,31807.90012288199,3723604.3408156694
1987caaa,1987,c,a,a,a,min,0.02,2045,15.63123767428994,520.9891516228439,920414946866.3951,,124.45478395713269,63683671553.91322,200000000.00002387,0.36233152657710777,282.58492869894377,117509.99727132419,0.7748249231560295,828198.547097947,421732.65682372754,1653714.4734860002,31977.774217425173,1139917.7025885633
1987caaa,1987,c,a,a,a,max,0.02,2045,32.50263438723464,451.6386523890374,928121323144.2477,-228.0762113480559,19.383261569371808,20476857463.785133,200064888.2948255,7266722.289955189,457.4881278909377,255198.2284982614,0.7496374275782,667415.005424632,522345.08310028823,1827878.0157098249,32481.036633519518,2620144.5164997033
1987caaa,1987,c,a,a,a,min,0.05,2045,15.803943787062073,526.745446423774,928975176811.0334,,124.23242496519778,64293814976.56205,200000000.0000537,0.2517554069359434,284.6014552200024,116216.94858451735,0.792101871449485,910634.5006596157,434722.13118812663,1661707.3198176522,31807.900144434992,1100824.4639630679
1987caaa,1987,c,a,a,a,max,0.05,2045,42.1550497644201,263.56258282703544,972918949579.1582,0.0,76.8528634358569,103269661688.75203,199999999.33009833,8.095810741725161,425.938797721162,344770.1502153713,0.7221477564253383,694266.9152952016,563202.3092321295,2196665.122893933,31807.90081474961,2707146.6354350494
1987caaa,1987,c,a,a,a,min,0.1,2045,12.379110781784705,412.595762357429,962491744758.7463,,119.4954101408302,48625501865.38877,200000000.0000188,0.46053366340125407,243.04681980166774,87516.8984894905,0.8239152903143323,999903.0344870386,457092.9400009848,1754540.7755752325,31807.90009365356,3350456.7625078093
1987caaa,1987,c,a,a,a,max,0.1,2045,,,,,,,,,,,,,,,,
1987caaa,1987,c,a,a,a,min,0.02,2050,14.829230869369402,494.2582648700509,834459684884.4591,,100.89448648333139,47287508135.8241,275000000.0000169,0.37734288997463794,316.6086633815607,117509.99727132419,0.7350702425644048,785511.1419230236,415899.07776776946,1692616.6436653223,31977.77420458535,2000291.4342075298
1987caaa,1987,c,a,a,a,max,0.02,2050,27.231121324386088,436.71673576349735,847630946544.7518,-95041.1297301711,6981.6612468778485,6009311205263.762,274958093.13222265,7663580.137507973,444.03613719179276,229997.03633090132,0.6916529585402744,617322.8195023957,509340.31583987,1803938.6845232104,32486.06531346135,2773440.562517948
1987caaa,1987,c,a,a,a,min,0.05,2050,13.987906282556992,466.2169163955133,845946478392.3057,,89.70252679173038,39462866920.485535,275000000.0000144,0.27709074904940834,315.02130205271857,116216.94858451735,0.7010811284423788,862776.4433746415,422652.469506548,1635725.7338526384,31807.900088392285,2091876.9252715865
1987caaa,1987,c,a,a,a,max,0.05,2050,36.03124447259864,239.49853959959864,876405198702.4034,-448942.5763077626,29165.22464283151,32886727226679.33,274945594.47602504,3371920.830348097,440.6704272683301,285666.50903884356,0.7373721034652208,644111.4803283238,549363.0709510209,2169750.38677629,31971.638259588955,2871997.0746332975
1987caaa,1987,c,a,a,a,min,0.1,2050,11.094630489705484,369.7840342237277,876349569512.5565,,78.13809631077649,26992463970.629646,275000000.00000906,0.6917552596692711,275.8701809115576,87516.8984894905,0.7384242585749009,949662.6284807955,443143.64098551514,1726775.0133507876,31807.90012755681,3454998.6780679217
1987caaa,1987,c,a,a,a,max,0.1,2050,,,,,,,,,,,,,,,,
1987cbaa,1987,c,b,a,a,min,0.02,2025,-0.0,7.281465667251588e-10,989069509425.9865,,59.11287865238979,-0.0,0.0,17.223683970390102,7.154820377833104,0.0,,353598.9484542776,48697.78777464086,372491.3329172352,99790.10522627289,6.189017628450238
1987cbaa,1987,c,b,a,a,max,0.02,2025,3.8487971417222617,2.256639867653627e-06,1003159678469.8854,-14.317935107856174,0.844803745146553,105949754.44353001,-8.737326370634719,0.36288932758097503,7.154780905227483,24938.84299056761,0.9996454317663567,376382.89046991157,53466.822414818846,390123.54103763227,99790.10010725343,0.11778777149020157
1987cbaa,1987,c,b,a,a,min,0.05,2025,-0.0,3.81943731356435e-11,991278440744.0522,,59.10595090564917,-0.0,0.0,0.4032096598943394,7.154780884411981,0.0,,353599.1211834614,48697.49663274758,372491.47086959775,99790.10013129507,0.11267115955424561
1987cbaa,1987,c,b,a,a,max,0.05,2025,9.084737413917804,2.2976328087436404e-08,1025397208286.671,-12.368734402271313,0.5560257467443781,155743108.45805347,-1.0439029166623186,0.005287438218075875,7.154779972171072,58859.79254034506,0.9997488591341319,399079.1984552535,74088.81859156962,402924.99185386824,99790.1000014523,0.0017069207895820818
1987cbaa,1987,c,b,a,a,min,0.1,2025,-0.0,2.7914030344103917e-11,991149757221.9102,,59.107702737478114,-0.0,0.0,0.3612733938148058,7.1547807853906304,0.0,,353598.9744378801,48697.49562737426,372491.4707093216,99790.10011737922,0.11784505025899625
1987cbaa,1987,c,b,a,a,max,0.1,2025,16.932120487077352,1.4045247745659323e-08,1062459757983.4695,-11.829260709606412,0.4825170603777232,253739221.88200858,-3.8332933905963955,0.004125592097905374,55.307737763194616,109701.83506976304,0.9997576203242351,432235.478655208,104897.08648101965,408473.2872248021,99790.10000111038,0.001704782433666741
1987cbaa,1987,c,b,a,a,min,0.02,2030,-0.0,4.3049266243741924e-11,943610306364.8713,,68.0703017521186,-0.0,50000000.0000207,0.520441092983218,57.15478134936604,0.0,,467431.8292904424,136139.089138024,651525.6204947962,76584.00017533253,3976.701246756776
1987cbaa,1987,c,b,a,a,max,0.02,2030,4.202494305387754,4.3033683820716715e-07,956444099202.3771,-16.173394748378673,1.03528372829313,139685501.91906857,49999999.99654108,0.06475487626435258,57.1547801301898,27287.538238858207,0.9925549128805373,475369.7841534389,159608.91768095328,660273.6731647223,76584.0000216413,5935.430938988905
1987cbaa,1987,c,b,a,a,min,0.05,2030,-0.0,3.7006874165871835e-11,943986627768.3027,,68.0644229314042,-0.0,50000000.000017546,0.42445501450528816,57.15478110086836,0.0,,467434.17374444753,136138.06839854087,651525.7071436038,76584.00014056951,3955.1370349940653
1987cbaa,1987,c,b,a,a,max,0.05,2030,9.37326718132878,5.303645682519791e-07,979532395702.5109,-14.770932086232472,0.7658725163222019,231045482.91301888,49999999.984845966,0.10375321673768331,76.46399851660033,61094.39389952939,0.9916530987700426,498251.4736995982,184051.6508637925,676859.7624128528,76584.0000343532,32076.428966820753
1987cbaa,1987,c,b,a,a,min,0.1,2030,-0.0,3.090938562673123e-11,943394782940.199,,68.06424056745217,-0.0,50000000.00001754,0.44794225042736147,57.15478116492726,0.0,,467434.2964143263,136138.00349811383,651525.9295827097,76584.00014174922,3955.1725556502342
1987cbaa,1987,c,b,a,a,max,0.1,2030,17.487199772351982,3.0322690269416656e-07,1018035666930.0817,-14.22127338098032,0.7140911085286322,407413786.94884616,49999999.999743976,0.05175481263047742,131.2439431323392,114015.19209127761,0.9912616248475722,518750.62736484373,229610.33698380657,688254.3479769926,76584.00001811002,22800.238260300543
1987cbaa,1987,c,b,a,a,min,0.02,2035,-0.0,2.6538723735790314e-10,863365583821.0952,,112.69341749554607,-0.0,150000000.00043288,5.920510346601103,157.15478908790539,0.0,,576458.1240939966,262363.0511758985,1013493.3227731728,40121.30174917122,98147.70867900229
1987cbaa,1987,c,b,a,a,max,0.02,2035,7.112596440543576,45.091400475415206,877945668265.3024,-20.096974808476727,1.6025611882237574,344725229.55436766,150000000.00041252,0.14614454892544892,157.1547809310364,52693.63887721282,0.8346469918714352,554380.9994846795,295402.7833765705,1002810.8076224218,40121.30005550339,271363.85798004933
1987cbaa,1987,c,b,a,a,min,0.05,2035,-0.0,5.78093806810204e-11,866166654153.04,,112.69420803965875,-0.0,150000000.00003284,0.42200592995297714,157.1547805588527,0.0,,576459.0107455419,262362.1824664991,1013493.6405346519,40121.30019187706,98157.34860897597
1987cbaa,1987,c,b,a,a,max,0.05,2035,12.934315947075756,5.517587617281695e-07,900869503794.0403,-17.420328778772937,1.2278267008119967,488270271.70275086,149999999.99925208,0.054829797277275424,182.67343432722646,95302.26110318839,0.8482088166807815,556517.9594318473,342288.65292085585,1042440.390367425,40121.300018720474,630949.8126133053
1987cbaa,1987,c,b,a,a,min,0.1,2035,-0.0,1.729104313475258e-11,863027867657.6384,,112.69408060783266,-0.0,150000000.0000352,0.4799265782771645,157.1547806828162,0.0,,576458.261869274,262362.34050960967,1013493.533476879,40121.30017687657,98157.49775197188
1987cbaa,1987,c,b,a,a,max,0.1,2035,21.14502185658861,3.181718229167182e-07,939082473021.5504,-15.918535005135185,1.028651243878769,679384884.5368654,150000000.0001919,0.03684012572363766,239.07772014776978,147506.00490957362,0.9075977257169197,571581.9143176893,383666.50984024565,1115341.6322567952,40121.300012784115,351450.6355870466
1987cbaa,1987,c,b,a,a,min,0.02,2040,7.44646774897122,245.24448282073232,977337473251.8025,-8.877352413535732,1.738089104271766,409653095.580878,250039458.1519683,3580844.995882276,295.58794272653853,60858.71524659739,0.7127095272721806,800926.4862229018,380043.17024823924,1398459.0969450874,31912.779849724786,1703784.8910605311
1987cbaa,1987,c,b,a,a,max,0.02,2040,28.677079238517102,456.3971766752216,977634713592.2214,-32.36052693572939,3.24212553077166,3024995584.674376,250000000.00225633,0.7171732491401843,451.307901441325,211995.17129597708,0.7980942886402249,717640.6144527085,484939.46809875476,1723982.380886064,31807.900208990628,2275634.3530802275
1987cbaa,1987,c,b,a,a,min,0.05,2040,5.797294852799725,193.22378046236074,1003260044074.7479,-3.3888928478147604,1.058654539871904,196077637.35897398,249999999.70414567,75.5311629000092,253.94514968035563,46552.83572919769,0.7253778333221631,932387.1263484627,416265.41152231256,1528507.6971078066,31807.92553349109,1475672.708936015
1987cbaa,1987,c,b,a,a,max,0.05,2040,38.98557770830136,206.5989306509956,1005075791095.0386,-24.928980171891393,2.2918654782913404,2834326809.0639787,249999999.7989501,1.0535143388690673,471.62284751795613,285274.4534395282,0.8119122707576077,722901.124577109,552287.1727483333,1904481.0348677218,31807.9003232335,2578750.421561238
1987cbaa,1987,c,b,a,a,min,0.1,2040,3.5163821034606775,117.20099737063099,1046459217215.597,-2.1068170903123207,0.8839875172241383,101588351.68910632,249999999.94668573,24.714533271400217,250.00040990542794,27004.598427764973,0.7584786647122996,1005616.1269498826,442820.5495338631,1685739.2875995873,33217.849444129206,395933.3933590299
1987cbaa,1987,c,b,a,a,max,0.1,2040,52.0744438377311,137.83224390125895,1050667264505.5297,-18.44685649067644,1.3557373257000214,2245271636.7243404,249999999.99187338,0.15864818161067196,544.0922930874565,370593.76676144643,0.8411071872953246,723046.2878734157,575789.2221702129,2212113.811117301,31807.900043745907,2347010.1977689704
1987cbaa,1987,c,b,a,a,min,0.02,2045,7.6843150551856585,256.1182207938174,857193468839.274,,101.00665693174555,24736094544.69129,400000000.00005937,0.7942808493845726,407.19366752011655,60822.47369806949,0.735912389688515,757527.7401132965,380077.733482282,1455921.0999829215,31807.900185067298,1667976.0810621078
1987cbaa,1987,c,b,a,a,max,0.02,2045,,,,,,,,,,,,,,,,
1987cbaa,1987,c,b,a,a,min,0.05,2045,5.833716761707289,194.43767023032396,888834267940.5078,,66.38540390836438,12797799768.005795,382388777.37034893,6.120603533164147,386.30808877235694,46552.28074559218,0.729943772196258,882742.0211850875,408209.51683564205,1526437.909935958,31807.900615249717,1473034.0164380965
1987cbaa,1987,c,b,a,a,max,0.05,2045,,,,,,,,,,,,,,,,
1987cbaa,1987,c,b,a,a,min,0.1,2045,3.738767829327662,79.61728417607723,924647144520.868,,66.47939165987167,8270654058.0363865,399999999.9024849,9.779179262626435,400.0485686039657,27004.3437588971,0.8064545577431513,955971.0334600982,434764.8598371815,1683669.524226453,33217.81237869633,396480.6130455028
1987cbaa,1987,c,b,a,a,max,0.1,2045,,,,,,,,,,,,,,,,
1987cbaa,1987,c,b,a,a,min,0.02,2050,5.644737508018061,188.13910114454228,788314857068.5715,,66.2868395171832,12284736098.071133,510638449.6951046,0.5471005135687022,517.7823731573268,60822.47369806949,0.540585886817156,707680.3721930131,367688.30604723666,1429071.0744491662,31807.900148798108,1664712.7995121365
1987cbaa,1987,c,b,a,a,max,0.02,2050,,,,,,,,,,,,,,,,
1987cbaa,1987,c,b,a,a,min,0.05,2050,5.289136546739367,176.28692110084148,819211034700.3157,,66.46746875551231,11690484295.88198,457242012.1104059,0.9843368285512027,461.1358417786772,46552.28074559218,0.6618031763095289,832784.6119258835,394260.21781182423,1498672.147856865,31807.90007138689,1483828.8283222027
1987cbaa,1987,c,b,a,a,max,0.05,2050,,,,,,,,,,,,,,,,
1987cbaa,1987,c,b,a,a,min,0.1,2050,3.643389981150197,121.43418800424034,851284415542.8923,,66.45714750657861,8053675698.445831,438951215.6760162,1.7373337211694593,439.03601862833784,27004.3437588971,0.7858814962743188,905730.6273302268,420815.5607108333,1655903.7614837685,33217.8117407973,417958.60083850444
1987cbaa,1987,c,b,a,a,max,0.1,2050,,,,,,,,,,,,,,,,
1987ccaa,1987,c,c,a,a,min,0.02,2025,-0.0,8.900901578812428e-11,989165157860.7462,,59.10633951748202,-0.0,0.0,2.1667037184268736,7.154785178578319,0.0,,353598.87347693456,48697.52980149322,372491.46629595896,99790.10066254917,0.7738449913398406
1987ccaa,1987,c,c,a,a,max,0.02,2025,3.8652220537288144,2.221433797943365e-06,1003157286351.7129,-14.315091628474754,0.8445256618400775,106365546.54418732,-5.025924886848088,0.4973518756193349,7.154781521589587,25045.226897273777,0.9996471763351672,376380.14051115,53537.61653753194,390286.6370221216,99790.10013723277,0.17149155252699103
1987ccaa,1987,c,c,a,a,min,0.05,2025,-0.0,1.9744239102541773e-11,988657218767.5002,,59.10794588398525,-0.0,0.0,0.2771001425420081,7.154780600482094,0.0,,353599.14103805204,48697.49366864374,372491.4718640776,99790.1000855218,0.07830359874438933
1987ccaa,1987,c,c,a,a,max,0.05,2025,9.077361005064175,2.173143152683372e-07,1025394763144.0784,-12.369333334488909,0.5561208912968756,155648802.6538747,-3.326953818403126,0.0471677926908341,7.154780203158983,58811.997405220354,0.9997489196803389,399086.75696392753,74078.00913325393,402913.9045136197,99790.10001260586,0.012493323843061893
1987ccaa,1987,c,c,a,a,min,0.1,2025,-0.0,3.831747474569858e-09,989264505120.5623,,59.104746320865225,-0.0,0.0,62.91102172297721,7.154931508899434,0.0,,353600.1889533771,48698.12194843809,372491.1087954257,99790.11970123321,19.435422220204128
1987ccaa,1987,c,c,a,a,max,0.1,2025,16.922996516411793,1.2078814854680158e-07,1062457224462.0914,-11.829540367170702,0.48248016330053567,253608000.91413897,-11.575049156517935,0.0330594483511894,55.25230127851414,109642.7095846502,0.9997577299203172,432201.5634714707,104859.5588837729,408465.14898447745,99790.10000823959,0.011308390443437144
1987ccaa,1987,c,c,a,a,min,0.02,2030,-0.0,3.272126808992037e-10,939799248301.4451,,62.66877773782487,-0.0,100000000.00024293,4.808322233916763,107.15479475472164,0.0,,456015.88857479126,116964.38487547191,644549.148587154,76584.00148261961,3941.9450415390656
1987ccaa,1987,c,c,a,a,max,0.02,2030,4.337135123878922,6.425489443472492e-07,954983820054.7024,-15.478825680578836,0.91909554785436,126066097.95158629,99999999.99137029,0.10973873331270206,107.15478034764885,27997.265203243267,0.9972750798931382,468571.583010507,137708.9104823168,654027.3293808969,76584.00003528336,5220.5312715055215
1987ccaa,1987,c,c,a,a,min,0.05,2030,-0.0,3.717398311911443e-10,939659683566.8484,,62.66786547907145,-0.0,100000000.00029984,6.988670573432504,107.15480033447876,0.0,,456015.88492618105,116964.44760389405,644549.1949919539,76584.00196383761,3939.3386779179564
1987ccaa,1987,c,c,a,a,max,0.05,2030,9.463662781126008,3.457453864123035e-07,978034758489.4924,-14.57282267843922,0.7249522676776226,220782721.96326965,99999999.98257329,0.07717012479831456,126.00164416733737,61462.94612344557,0.9948386806208878,488565.4086092585,164736.36525197932,667406.4206330075,76584.00002210456,30259.43061826099
1987ccaa,1987,c,c,a,a,min,0.1,2030,-0.0,5.4703582834502746e-11,940487002415.8501,,62.696525743178924,-0.0,100000000.00002399,0.5321015637909521,107.15478148735653,0.0,,456016.03719797195,116965.17618359142,644549.8940988738,76584.00016449552,3991.5784124212896
1987ccaa,1987,c,c,a,a,max,0.1,2030,17.549803005496297,2.4672994477057546e-07,1016479147091.9318,-14.035688568316827,0.6793958180248054,389256871.2915096,99999999.99299075,0.04867862671238854,180.5328013805843,114150.4451785359,0.9935394999690873,511692.2879033198,209040.21288124187,676312.4397393443,76584.00001474138,12108.28849115664
1987ccaa,1987,c,c,a,a,min,0.02,2035,-0.0,3.255300652762191e-11,847009947656.8225,,80.30441650013364,-0.0,300000000.00002456,0.35832731291646525,307.1547805477741,0.0,,504498.61363750184,205561.11490194625,960892.4679052099,40121.300112956415,89217.60219147617
1987ccaa,1987,c,c,a,a,max,0.02,2035,4.3992497156030455,27.338068249668062,858467202200.2059,-20.585946183588693,1.5127351736120973,218676791.17298037,300000000.0001751,0.04899552779746918,307.1547800417905,30742.651624277154,0.9137945152094475,506237.62222570804,230478.55240109295,959059.6980385999,40121.30001424419,88924.41915099884
1987ccaa,1987,c,c,a,a,min,0.05,2035,-0.0,5.527216480092428e-11,846024693773.728,,80.30427257036916,-0.0,300000000.0000327,0.46903576551654014,307.1547807362097,0.0,,504498.3091635816,205561.5818973811,960892.8490676917,40121.300154041295,89214.56587823108
1987ccaa,1987,c,c,a,a,max,0.05,2035,9.688159371759236,1.654124525339523e-06,880891358700.8882,-18.606220072176125,1.227434357474884,380372225.80095994,300000000.00372386,0.22958079571213805,310.9740673320644,65714.00134313108,0.9471119754441394,521859.81010233087,262654.5729668117,976092.6979003393,40121.30006826508,210797.79598577536
1987ccaa,1987,c,c,a,a,min,0.1,2035,-0.0,4.1615786473667295e-11,846867438800.749,,80.30355927351468,-0.0,300000000.00003743,0.54191166789968,307.1547808659398,0.0,,504504.86715712,205557.1609613311,960889.6583087142,40121.30015600933,89306.37618797384
1987ccaa,1987,c,c,a,a,max,0.1,2035,17.47672370416729,8.849704036860788e-07,918306063135.0165,-17.48473909083491,1.096118152497389,615055765.4517654,299999999.99996746,0.12491219342634365,364.1261567459116,114645.59422326583,0.9847565315321696,529367.5599470523,314521.19256082457,1000343.4930103514,40121.30003267196,93176.33823383678
1987ccaa,1987,c,c,a,a,min,0.02,2040,2.2712089609364098e-13,7.059712682417961e-15,897999213974.9133,-1.6715199422721062e-12,2.334763320228087e-13,1.7752612701744584e-18,499997870.83513266,130035.02099103319,507.2695711540617,56.46606293559073,2.342904662173946e-11,635517.6027215795,310815.3582539391,1328523.862149451,31864.828705211017,90662.06077807157
1987ccaa,1987,c,c,a,a,max,0.02,2040,15.042446506944842,156.23676353400788,898739750812.0317,-23.810699042076216,1.9417552551335813,898902065.8421006,500000000.0514841,0.5183743699104969,550.133201929114,111682.341153016,0.8017935649410642,621709.6768800832,400933.32182755513,1376449.7792801962,31807.900116143108,1344542.4654606231
1987ccaa,1987,c,c,a,a,min,0.05,2040,-0.0,7.971855813101073e-11,899983260038.6692,,139.79282023011135,-0.0,500000000.0000421,0.3277781019098006,507.1547803031588,0.0,,635409.5150881102,311487.103102754,1323745.5851029742,31807.900160268928,87908.14848141788
1987ccaa,1987,c,c,a,a,max,0.05,2040,22.775663736186008,127.94472193500567,924006868119.779,-19.946245619923207,1.4553214226459037,1026081107.7006303,500000000.017068,0.7542180981382275,593.4792749851823,168014.1889216398,0.8154440115682013,627988.1590273764,442079.1873526259,1430793.7140012248,31807.900188316507,2101653.5594956987
1987ccaa,1987,c,c,a,a,min,0.1,2040,-0.0,1.570003010408125e-10,902391922731.7856,,139.79282042619923,-0.0,500000000.0000583,0.4037341728935713,507.1547804551841,0.0,,635430.0012706083,311478.4649009235,1323756.9043467105,31807.900284806674,87993.699377567
1987ccaa,1987,c,c,a,a,max,0.1,2040,32.61987336023306,1.8805389016125308e-06,965954420554.3003,-17.661689303398248,1.1544464947210544,1171592808.9175966,499999999.9038203,0.15650387449762565,631.25581092364,237170.0117516184,0.8358980237958411,642696.1991192359,491058.60080260504,1594254.6247594757,31807.90003464021,2075464.5058693844
1987ccaa,1987,c,c,a,a,min,0.02,2045,-0.0,1.6759184610197508e-11,798215371182.7295,,63.58408743317415,-0.0,693282115.2618916,0.9310951479769294,700.4368961829997,0.0,,586305.1165711777,302747.2815151198,1326419.3452755413,31807.900137752975,241375.56034772232
1987ccaa,1987,c,c,a,a,max,0.02,2045,12.044766516401035,4.022685762334091,824609492770.1611,-543726.886802479,33525.0928289929,12712257186831.754,588000110.3694959,8282328.038122951,636.2235240854527,111701.10505480577,0.6392430703861759,572171.516589273,392961.85265209724,1375349.9743754326,32007.50201593832,2680571.8494248614
1987ccaa,1987,c,c,a,a,min,0.05,2045,-0.0,2.7998940606875637e-12,798205042289.0691,,63.60250676323512,-0.0,693630117.3357536,0.32259179891682155,700.7848976467916,0.0,,586213.0842392022,303434.4017287797,1321675.835527736,31807.90006838714,244029.73451724602
1987ccaa,1987,c,c,a,a,max,0.05,2045,,,,,,,,,,,,,,,,
1987ccaa,1987,c,c,a,a,min,0.1,2045,-0.0,7.168005398800263e-11,798204591092.2994,,63.602458345754336,-0.0,693631565.1354569,11.00378528338466,700.7863568161339,0.0,,586233.5719045836,303425.7643190112,1321687.1752981197,31807.90153873159,244063.01390051685
1987ccaa,1987,c,c,a,a,max,0.1,2045,24.382958438413887,9.12560054835284e-06,894990195284.6262,0.0,60.90531250893911,45692994991.6839,523170416.6319178,19.539935839247793,565.9380566523314,237170.01166443987,0.6197954779439995,593051.1088418432,483005.90165272955,1592184.882080047,31807.900022757323,4087483.8134458773
1987ccaa,1987,c,c,a,a,min,0.02,2050,-0.0,7.720720168760951e-13,735103635485.457,,62.841704924883516,-0.0,769056945.3341868,0.041655038612643996,776.2117253354998,0.0,,537251.9426627294,295792.46834166115,1345961.734176503,31807.900009063986,391886.5084458221
1987ccaa,1987,c,c,a,a,max,0.02,2050,10.411145071017524,130.87366041323952,761212852688.3042,-39.77987674868061,2.46668269316499,825285627.6914381,655409760.6839339,27.739839884155206,663.8584167520328,86637.15221097157,0.701539837805184,522173.5682163035,380491.1957658067,1385058.0517905445,31999.92154436212,2649833.0699044364
1987ccaa,1987,c,c,a,a,min,0.05,2050,-0.0,1.1253270380412925e-12,735080454242.2573,,62.84122200253184,-0.0,769165051.4546342,0.060707928182405016,776.3198314856093,0.0,,537159.7919828086,296436.3034919647,1343093.613408106,31807.900012297374,397092.8823056764
1987ccaa,1987,c,c,a,a,max,0.05,2050,,,,,,,,,,,,,,,,
1987ccaa,1987,c,c,a,a,min,0.1,2050,-0.0,8.271420579155986e-13,735080841120.7616,,62.841954268435735,-0.0,769165561.373833,0.5215911348100204,776.320342120279,0.0,,537180.278275101,296427.63394047704,1343103.7099132482,31807.90006920304,397725.6711716908
1987ccaa,1987,c,c,a,a,max,0.1,2050,38.734243543941254,7.527453318007265e-07,825704328863.3713,-19.16174951666397,0.977186794467962,1196981209.694006,595755884.8004203,0.11401497188897067,690.6276836219419,245147.21012428435,0.888314080260886,548423.7616425576,481113.76113745465,1811637.8684865623,31807.90002623431,4113973.3779055295
1987caba,1987,c,a,b,a,min,0.02,2025,-0.0,4.138540524565658e-06,988502558507.3492,,59.15102992502481,-0.0,0.0,0.2871697266038919,7.154780793451139,0.0,,352485.89267771994,47761.46391718747,371412.88118502137,99790.10011299636,0.1510199043785073
1987caba,1987,c,a,b,a,max,0.02,2025,3.860723774613179,1.689193387850587e-07,1003180397230.3787,-14.33223853737375,0.8461900378806722,106418310.06705473,-35.76370844345399,0.020097230406044726,7.1547800179842875,25016.153879162586,0.9996442118063507,376066.8492286538,53120.97157877318,387260.75149864284,99790.10000825944,0.009332584262379281
1987caba,1987,c,a,b,a,min,0.05,2025,-0.0,4.3813127753684874e-06,988468068377.2385,,59.15174799061779,-0.0,0.0,0.31506142851564206,7.154780856219842,0.0,,352485.8691256343,47761.47876336599,371412.84831795044,99790.10013909565,0.14848035401374426
1987caba,1987,c,a,b,a,max,0.05,2025,9.085374517938373,2.2737727068759867e-07,1025418386330.3809,-12.368723673380675,0.5560456546338757,155752890.3183268,-9.703535586057797,0.03658115874957976,7.154780335976791,58863.91825010145,0.9997488943197363,399074.4928636557,74088.36601495557,402935.8059118243,99790.10001455972,0.016706099589563723
1987caba,1987,c,a,b,a,min,0.1,2025,-0.0,1.514853541759961e-05,988361066055.2173,,59.15359392212198,-0.0,0.0,1.106914905649793,7.154783236923081,0.0,,352485.903360258,47761.451866436255,371412.78665083635,99790.10049592817,0.578113047108152
1987caba,1987,c,a,b,a,max,0.1,2025,16.934668311421657,2.7214285642893636e-08,1062481701499.3782,-11.82916565952487,0.4825327381613054,253776724.3142319,-5.621331971117002,0.0036126156291251084,55.32425573780838,109718.34096352669,0.9997576317459798,432249.4910675656,104900.38505290965,408484.31294272374,99790.10000141732,0.00242890776076106
1987caba,1987,c,a,b,a,min,0.02,2030,-0.0,4.658247478669532e-06,943124064928.5056,,73.05034498919072,-0.0,25000000.000184175,0.34333198988225466,32.15478078014965,0.0,,481122.51161583443,141370.1615108878,655220.3741071576,76584.00013866452,3971.7359218092156
1987caba,1987,c,a,b,a,max,0.02,2030,4.376978475003331,1.819761117587175e-06,958508638514.664,-16.72716758384028,1.1414435294559473,159644686.22428885,24999999.96891673,0.1694188975926218,32.15478042200071,28405.218666169887,0.9911724331904036,484360.13630195626,167903.12134576408,666238.4445843375,76584.00006944677,6954.9871133604765
1987caba,1987,c,a,b,a,min,0.05,2030,-0.0,0.0005411588956065361,943091416940.5432,,73.0657504513797,-0.0,25000000.012998227,35.46373681551711,32.154860027040776,0.0,,481119.9452003452,141370.69776785254,655223.1443598759,76584.01305752629,3958.706712554402
1987caba,1987,c,a,b,a,max,0.05,2030,9.574551670948786,1.7569856148148493e-06,981679905012.9934,-14.540518504057092,0.7421411392574873,228522529.14740115,24999999.94106544,0.18202688848970872,49.21342055804214,62371.7411277878,0.991071730776467,506911.1058741988,193886.04541582073,681571.3522238499,76584.0000744281,36987.25837624864
1987caba,1987,c,a,b,a,min,0.1,2030,-0.0,3.8410355531379503e-05,943071146966.7781,,73.05154544910943,-0.0,25000000.001011334,2.854118241151104,32.15478569096192,0.0,,481121.98708960554,141370.31114474815,655221.0740663152,76584.0009961024,3971.0241583073876
1987caba,1987,c,a,b,a,max,0.1,2030,17.559750033680693,1.8157064670105747e-06,1020264684435.8677,-14.045591984086544,0.6902689178021916,394655549.68996996,24999999.894212287,0.21946885822731269,101.16920165588135,114642.10360147753,0.9896339456459518,528425.0503847259,241869.5979026634,690581.2472247717,76584.00009140944,29039.477161701787
1987caba,1987,c,a,b,a,min,0.02,2035,-0.0,169.31939612155367,875613265691.3628,,110.80517237468122,-0.0,75000000.00002393,0.34359886532401746,79.05628555928867,0.0,,586771.8066657544,273293.7013504972,1025721.824665806,40121.30017121208,60864.7023585594
