scenario,year,B,C,I,E,sense,slack,horizon,h2prod,imports,system_cost,obj_bound_dual,h2price,h2value,co2seq,dac,captured_co2,elec_cap,elec_cf,total_onwind,total_offwind,total_solar,total_nuclear,total_h2_storage
2020caab,2020,c,a,a,b,min,0.02,2030,-0.0,1.9762313070512568e-11,872390948180.4622,,59.77189147723064,-0.0,268974.07501893234,0.3517179306286684,7.423755193526653,0.0,,442298.3842349202,82373.53513855507,579858.4751925424,76584.00013872824,5220.463968648349
2020caab,2020,c,a,a,b,max,0.02,2030,7.8125210107798235,3.1403935330768155e-07,885983579976.6342,-23.957117813636042,1.0914276154612497,243547939.17465696,240559.81832321544,0.05667821324676127,12.059286038303666,80167.5111210964,0.6171097901028142,490131.3023842021,105755.51520896576,596503.32623281,76584.0000205739,1616293.3689015242
2020caab,2020,c,a,a,b,min,0.05,2030,-0.0,2.5739695126501316e-09,872352859968.508,,59.77278537143493,-0.0,269112.49313666,37.81659386174069,7.424018957027343,0.0,,442301.0051951506,82371.09733058367,579858.6870432997,76584.01487392258,5205.695294465922
2020caab,2020,c,a,a,b,max,0.05,2030,16.13462229486321,3.7042272178585274e-07,907636159885.405,-22.846562563409005,0.9972589383547886,471055005.1150785,0.09490869424093461,0.1000333849110308,66.44460247157613,148749.2721058123,0.6864580504480056,535074.4123263555,135884.66978519363,588543.2272339382,76584.00003775013,2301460.350874268
2020caab,2020,c,a,a,b,min,0.1,2030,-0.0,1.536012422846541e-10,871599798682.3145,,59.77185568610265,-0.0,268978.2394839257,3.6789782366524033,7.4237705257438655,0.0,,442298.38538959884,82373.54310899577,579858.3026575113,76584.00134189526,5221.272726092292
2020caab,2020,c,a,a,b,max,0.1,2030,29.101731715732306,5.825903483027333e-07,943732627910.1038,-22.19800679435917,0.933626057019995,821368142.1456616,265782.4916149623,0.0983716194240495,153.9375463381953,251181.9502546583,0.7366778200532471,600729.082053652,180205.0164705023,598844.1775562116,76584.0000311152,3383848.390756392
2020caab,2020,c,a,a,b,min,0.02,2035,-0.0,1.7056063601618275e-11,778999418645.2466,,90.31521796366842,-0.0,75000000.00001013,0.249932743178149,82.15478034673468,0.0,,526024.2513505118,182084.13255226891,925417.9826632643,40121.30010804811,95647.77319421755
2020caab,2020,c,a,a,b,max,0.02,2035,12.370117470942528,5.178943994496317e-06,792840698520.6561,-30.52359768157861,1.6849743139860887,578052460.2521778,74999999.67759056,0.667526520208571,101.88751423319769,137644.8943493342,0.5532835063583483,588490.9571988219,198440.51275847526,913447.6864404785,40121.30026257587,4002070.614521325
2020caab,2020,c,a,a,b,min,0.05,2035,-0.0,2.0888840975996694e-11,782386947316.65,,90.31503299559091,-0.0,75000000.00001298,0.2549318017625361,82.15478038924194,0.0,,526022.7895845579,182084.91332132168,925414.7470431738,40121.30013978121,95643.64067005781
2020caab,2020,c,a,a,b,max,0.05,2035,21.23999560237198,2.2821467482892486e-07,813987355850.769,-27.77872341762763,1.4477825478471222,853696314.1715069,70901689.94765738,0.03706361567060397,157.37574426293736,227554.43490851895,0.5768867321853648,646588.4741401093,231882.6684895095,897260.5138290394,40121.30001438611,5557400.657207625
2020caab,2020,c,a,a,b,min,0.1,2035,-0.0,1.3714714424882823e-11,778584296712.9807,,90.31521640556933,-0.0,75000000.00001219,0.3054866645979115,82.15478059958596,0.0,,526027.7357756022,182082.35803981157,925419.9749117449,40121.300112808945,95647.70493930276
2020caab,2020,c,a,a,b,max,0.1,2035,34.48337543511543,3.8533640192691064e-07,849314119643.9932,-26.201590464660686,1.3275494192742063,1300839730.133763,74318384.45255107,0.05840045425252979,249.704548087669,354274.3608023505,0.6052789172886777,712256.8614617989,293823.6500059853,940361.9488741123,40121.30002224575,8147756.709147538
2020caab,2020,c,a,a,b,min,0.02,2040,13.953923567394616,465.0786299893061,862116771120.3252,-14.742698661051552,2.1451533121374053,962909333.8072879,124999961.06095159,7200.305498594018,226.12061091585346,146089.3152006201,0.5563689924731322,702995.942257958,296877.2584672371,1361675.8200370607,31807.973497786614,4458883.947211111
2020caab,2020,c,a,a,b,max,0.02,2040,57.554535894842765,46.41501675685489,863176511593.9362,-40.526516043220624,2.7317924780046647,4641794802.430485,125000000.04323205,1.8226468140644891,434.5148243066759,588782.4444767024,0.5745960266256228,1006827.3194159877,449996.9630656223,1335685.02811505,31807.900785747235,15088354.35466164
2020caab,2020,c,a,a,b,min,0.05,2040,11.61859666969822,387.1621569739659,884976903337.2496,-4.740760646084432,1.181546384238926,448685349.39515865,124996301.07235274,131561.0691277546,196.77969356783592,109051.2542767301,0.6205946711762874,721285.1214009223,299110.7974794725,1456985.2018390526,31815.107162689306,2658844.4110998223
2020caab,2020,c,a,a,b,max,0.05,2040,69.74094883528463,1.5801824053743906e-06,887788139803.3269,-31.703503495681737,1.8634275689920117,3772105895.5604324,124999999.98805779,0.1790193775937769,505.02172013671,695515.1149634791,0.5923381512641736,1038185.6516924683,508777.5973506317,1384635.7512480982,31807.90006846545,18752664.450297926
2020caab,2020,c,a,a,b,min,0.1,2040,9.774626817005242,325.78100743366895,923071087287.841,-1.6112828699881836,0.85501338026238,272455391.91583717,124999953.80829027,12308.309473239631,156.86713988858966,78351.9548178168,0.7266669040506083,740552.1658850638,328648.22850281035,1544748.6010238908,31809.843331591008,2811258.4203087804
2020caab,2020,c,a,a,b,max,0.1,2040,87.61630308030927,1.1628342772244812e-07,928932249683.7358,-26.99448744077241,1.4016643539398954,3569923222.917677,124999999.99242216,0.014798394437210684,626.209050519141,854101.0242987736,0.6098124198303481,1135541.7702923475,537004.2663477741,1534280.1378234837,31807.900005795214,20232249.99102054
2020caab,2020,c,a,a,b,min,0.02,2045,15.333695213846996,511.0720614779098,768404799793.1854,,97.92311541263014,48617098081.67674,200000000.0000169,0.31871223997370307,277.4278201109834,146074.56861254844,0.6114447854573223,672895.5523968214,305759.44382979785,1480355.6526889172,31807.900138051675,4461651.740110811
2020caab,2020,c,a,a,b,max,0.02,2045,55.560679651567355,5.108261321944952,793328292014.5281,-215959.43930895175,12537.154541972523,21599708021778.227,128692785.83565272,13530578.898752235,470.39456751565143,593472.1808472285,0.549870565460617,957974.0325839499,442309.51600232674,1335648.6946645365,32312.232826428226,15349038.786048153
2020caab,2020,c,a,a,b,min,0.05,2045,13.20179667644513,440.0158832490796,779098008482.1259,,105.01989442004552,44891787046.29948,200000000.0000348,0.22192999753057757,249.7431478022474,108946.11024399183,0.7058401234980992,688860.7699262416,312009.8600706119,1556037.2742123653,31807.900153378716,2664732.839989227
2020caab,2020,c,a,a,b,max,0.05,2045,65.60752492953316,1.4226382652062906,817437665884.1493,-187.77329581719724,9.28735532900045,17923429670.500706,125005264.08997063,11504293.105747264,503.5842059304607,698498.8572716545,0.5543710582690374,988876.1508323876,500873.77825005807,1383744.795059688,32113.142490503637,18934628.324858148
2020caab,2020,c,a,a,b,min,0.1,2045,10.997603078116734,366.5501105877448,803052535078.7129,,120.86023444229127,43309498475.75746,200000000.0000304,0.490095464611379,224.8498626534631,78321.58978486192,0.8179025804508133,712654.4799213484,333927.19747280306,1600906.0926003915,31807.90014270183,2807484.118935536
2020caab,2020,c,a,a,b,max,0.1,2045,74.06297724826472,0.3292244203016751,856769531213.9347,-371.7022441579426,17.355773066775004,36415486138.434265,125000673.86204669,2958901.746853867,511.96721979025796,854837.7257483252,0.5131907089737252,1085951.4060371208,528988.5291582991,1532544.5141116753,31889.76288811803,20482243.178123176
2020caab,2020,c,a,a,b,min,0.02,2050,13.123100595983646,412.0283032526946,702692931998.588,,78.89208270689424,32804913645.21656,275000000.0000434,0.9013734513508198,312.073223875123,146074.56861254844,0.5232953516123113,630712.1544236715,294884.87424621277,1513017.794709786,31807.900380791478,4537434.866696895
2020caab,2020,c,a,a,b,max,0.02,2050,46.570426861937584,1.6184300241373853e-05,753621277206.4705,0.0,59.488532610910596,87116445561.02762,242964630.66073656,16.397052519679526,406.16367374369776,553008.7046214796,0.49090009246671745,907622.156488866,429078.239072273,1322384.7733606144,32298.921147910438,15261006.978215704
2020caab,2020,c,a,a,b,min,0.05,2050,11.084870147147633,369.4587220046998,713358748783.4419,,78.96970410695528,27224665263.508476,275000000.0000278,0.17807742434496504,293.23945628411445,108946.11024399183,0.592657674207561,648272.2492611888,300496.89637170767,1543296.6045297422,31807.900078644485,2781163.0645610797
2020caab,2020,c,a,a,b,max,0.05,2050,54.71629922458138,5.197807990594662e-06,766960780451.3228,0.0,54.83193617324486,94567542626.61508,238130921.0998982,12.115816410724669,444.24434039189947,612861.5607106747,0.5209922037764182,938563.2116314727,486799.5523097472,1359711.30307345,32098.664561349684,18886482.968322754
2020caab,2020,c,a,a,b,min,0.1,2050,9.477355722820066,315.8802662371458,737245318806.154,,76.41673092213905,22821209430.64222,274999999.99999917,0.3187573300286808,275.3213648564397,78321.58978486192,0.7048402862410102,672278.3996874555,322413.0459074725,1579961.193125697,31807.900064452337,2998638.747096995
2020caab,2020,c,a,a,b,max,0.1,2050,71.94576443848047,3.4034468810303403e-06,800037641015.6718,-28.59098394780779,0.6888086587473479,1305506729.9838326,205421663.74906853,0.6181967433356498,480.26577982458593,752786.9782890033,0.5529870029386579,1036495.611354084,516649.894254027,1553466.9940104554,31807.9001997275,20470066.923793774
2020cbab,2020,c,b,a,b,min,0.02,2025,-0.0,4.580853869708359e-10,932469610417.0513,,55.95641754616026,-0.0,0.0,10.123335899008868,7.1548036934179,0.0,,331691.73925539316,38164.730524909966,310678.0132898248,99790.10318718274,3.935052469040812
2020cbab,2020,c,b,a,b,max,0.02,2025,7.559220319404415,5.348526344348076e-06,946138510509.9966,-24.083010902575797,1.1207794337438806,259421606.2865924,77.29363985995344,9.533960506053216,7.154842220940463,48968.16491344139,0.9999089129337649,387484.8218022465,44298.31668575692,337076.4982287483,99790.10260544984,495.84008770271794
2020cbab,2020,c,b,a,b,min,0.05,2025,-0.0,9.083543526467928e-11,932531546114.9084,,55.96336607934839,-0.0,0.0,2.8583984845210226,7.154786661545569,0.0,,331690.6594388475,38164.7300025586,310678.1566354397,99790.1008434318,1.062731755392982
2020cbab,2020,c,b,a,b,max,0.05,2025,15.678478765292175,4.5181898999347475e-09,967112024293.7832,-21.293370797070576,0.876092946300283,421231054.9505017,-23.59182236693101,0.010895609540370874,51.86751066290101,101714.91646500927,0.9984275143998355,444558.7564561083,47666.98990528976,349378.1377179057,99790.10000305473,742.9615656705251
2020cbab,2020,c,b,a,b,min,0.1,2025,-0.0,6.82436639887212e-10,932472196509.0603,,55.95741245708946,-0.0,0.0,13.180340141398629,7.154810965080841,0.0,,331692.191492936,38164.731941714475,310678.20127834275,99790.10383390011,4.66049980703201
2020cbab,2020,c,b,a,b,max,0.1,2025,28.344157421178775,3.6830438699072835e-08,1002067880593.0735,-19.988970201048993,0.7651137981222162,699269927.2745794,-15.147569531861022,0.0490223340371558,137.8873200445638,186032.7568018866,0.9868960137671272,504927.2051981676,79184.74177610636,354520.58149305236,99790.10001145604,52010.20040052454
2020cbab,2020,c,b,a,b,min,0.02,2030,-0.0,2.7278095048753147e-11,872053835347.6564,,58.22140161878997,-0.0,11399445.812598385,0.4663543061585427,18.554227121018318,0.0,,442511.847197485,81369.91061037095,577700.8900672863,76584.00014157129,5255.854841079556
2020cbab,2020,c,b,a,b,max,0.02,2030,7.804717823206102,6.496140665975243e-07,885894820370.4526,-24.15016297333049,1.1143293529394318,248758688.9660314,1196908.5146315643,0.1673748345509691,13.408411686713345,80162.49216449927,0.6164119159398822,489611.754859796,106256.6848920462,598597.3895933715,76584.00003959007,1623295.028645295
2020cbab,2020,c,b,a,b,min,0.05,2030,-0.0,8.410617957305998e-11,874278427416.1394,,58.21863004075131,-0.0,11399896.853613915,0.368110905542613,18.554678157799728,0.0,,442510.74615690875,81370.27176939337,577700.8385337915,76584.0001397498,5230.278921802466
2020cbab,2020,c,b,a,b,max,0.05,2030,16.146903589543,3.8269599931253176e-07,907548181581.1653,-23.257127984909133,1.0423932710810904,496672293.7828215,511003.07843541296,0.11524967477498228,67.97126583331392,147073.4064949293,0.6951734848496954,532618.1689408907,137896.09074485695,596042.7516757641,76584.00003249489,2219605.155163723
2020cbab,2020,c,b,a,b,min,0.1,2030,-0.0,5.097993024906994e-10,871716479925.8628,,58.22876508719478,-0.0,11399553.212760566,14.222702991554748,18.554375072203186,0.0,,442514.1185554429,81367.80510656306,577699.8965117341,76584.0036732628,5262.109974775562
2020cbab,2020,c,b,a,b,max,0.1,2030,29.13380703465241,1.5228122973399605e-07,943639001204.7212,-22.725540056964853,0.9914014607814241,878843686.5239179,1146133.0536343735,0.04309662206955839,157.2742916630923,248137.4340344162,0.7469397412811968,601715.7356004987,177782.31098773555,613386.9641776907,76584.0000107841,3360357.9635494286
2020cbab,2020,c,b,a,b,min,0.02,2035,-0.0,2.991064408896289e-11,773999898568.6543,,76.83922572005497,-0.0,150000000.00001752,0.4586230287151085,157.15478083375777,0.0,,505919.3938475913,148083.78781510962,899823.4641287252,40121.30015258475,95748.39593500968
2020cbab,2020,c,b,a,b,max,0.02,2035,9.852554681243598,8.04067642633948e-05,786504645838.6782,-33.104182600498575,1.9568723223490339,542356838.7232546,149999997.90179452,14.04529736218415,160.0460236676787,109904.76922511595,0.5564711725879972,554289.3492677668,185544.1347716677,906450.2712560893,40121.303660089856,3456445.1899351976
2020cbab,2020,c,b,a,b,min,0.05,2035,-0.0,2.447146278568239e-11,773936837566.4105,,76.84016362340451,-0.0,150000000.00001684,0.40868878859723196,157.15478070188968,0.0,,505919.6276648219,148085.4610117986,899823.1802372255,40121.30013227972,95761.36501361032
2020cbab,2020,c,b,a,b,max,0.05,2035,19.005479008775975,9.461894196254355e-07,807524587153.3765,-28.491866005722116,1.5067434148961174,799232078.0784949,149999999.98191866,0.2020938803573128,221.78743779965504,205479.45386708877,0.5740603731395726,627076.9322529408,225822.32460201887,899338.288314738,40121.300056827306,5115132.150444731
2020cbab,2020,c,b,a,b,min,0.1,2035,-0.0,5.242566059371841e-11,772646637146.1199,,76.83822129047931,-0.0,150000000.00003538,0.8374957128406276,157.15478154589283,0.0,,505918.1711629528,148084.7616813079,899820.5531711644,40121.30029497822,95746.45704784084
2020cbab,2020,c,b,a,b,max,0.1,2035,32.31156979214528,2.9017086382377164e-07,842572979395.648,-25.859245815762243,1.2841100743323557,1169743293.8825336,145702171.00729865,0.06233869389641345,306.3401223836139,335384.17242720263,0.6007362185781584,702536.9895650093,283914.7642862562,921174.7305084097,40121.30001542386,6739961.826357209
2020cbab,2020,c,b,a,b,min,0.02,2040,6.548952991045344,218.06400571544813,827997634061.6016,-15.677068617814662,2.133924493962204,435196751.30588245,249998132.0323862,193331.58927017232,258.88327989886625,72061.61845742936,0.5293621586199013,659679.5263079072,249808.9076934877,1282910.3845562602,31810.125588499573,2691741.0514152823
2020cbab,2020,c,b,a,b,max,0.02,2040,43.70147810284544,8.55047364267263e-05,829246124954.3154,-39.75554242854518,2.5851384789737346,3304960880.944388,250000000.0507718,9.578191642403185,453.7824598647386,456300.9709442454,0.5643609352728871,902850.081748818,374669.87828488485,1256447.2632031944,31807.90258530197,12574120.512361744
2020cbab,2020,c,b,a,b,min,0.05,2040,3.79287093867935,126.41628365398586,849962676725.8633,-4.484400710735926,1.033774518496461,127680867.09596941,249999998.79229876,54.19920936268292,253.39589115605332,35529.435560442405,0.6218201459818609,679084.8169931169,275357.2865319078,1323275.3246184485,31807.90908066501,619023.2979940053
2020cbab,2020,c,b,a,b,max,0.05,2040,56.101984906730024,2.930532446483795e-06,852807256761.2781,-32.373303803088675,1.8794069709922299,3040271300.844997,250000000.34375465,0.4794806614922451,539.1091029836986,574761.9369900029,0.5785157076759753,956940.412674421,425734.86631232646,1227718.3084978373,31807.90013652378,14450454.631501963
2020cbab,2020,c,b,a,b,min,0.1,2040,1.8107449721616835,60.35204308026325,886564509334.3677,-1.8474960341705582,0.8127839113588743,48813010.091255836,250000000.4718387,21.432512936827436,250.00012723653668,14502.372868826269,0.7272826921704981,760189.313723369,288702.0177667276,1392159.8121903024,31807.907952433092,637035.737905279
2020cbab,2020,c,b,a,b,max,0.1,2040,72.35231323660003,1.2793557926556303e-06,892591777161.7053,-27.407526531745116,1.3957988027400103,2903098955.7763863,249999998.61162478,0.24197439878168606,649.978698479071,718323.2683116865,0.6015772754380521,991792.6281491551,499997.0404779313,1280767.300382358,31807.90006451386,15350916.614780718
2020cbab,2020,c,b,a,b,min,0.02,2045,6.291502749214271,209.69578663150503,732771731638.8766,,71.832392583212,14589058668.87548,400000000.00000226,0.2648019931059591,407.1547803314679,71953.60353768183,0.5093154765263226,627315.4606055394,242829.67099660274,1304870.1259867712,31807.900070444048,2703312.66851188
2020cbab,2020,c,b,a,b,max,0.02,2045,40.434440306342104,2.891139618620571,764201075841.957,-369557.72821437905,21143.829892113492,26451562379135.766,253769645.54288968,10799128.470498279,470.80368697007714,459099.8123462689,0.5180210430462527,853854.0945407071,366817.6024702901,1256350.5522784921,32176.783654974253,12729983.386539033
2020cbab,2020,c,b,a,b,min,0.05,2045,4.00064795386607,133.34159630011126,747206162616.9736,,77.74080739406985,10295811604.388145,400000000.0021019,6.870619594970256,403.3657955485632,35527.07611717366,0.6559275937119634,646539.8103940678,269784.2295601084,1330033.8194473227,31807.900796380603,628869.4205952747
2020cbab,2020,c,b,a,b,max,0.05,2045,51.585306335855144,1.6062966165728958,787037948656.1462,-195.57366187237542,10.370497877113857,15762832863.67432,250008849.63665822,9371710.754507013,526.8898628698878,577434.5516994142,0.5285327489757636,908093.1647899254,417895.90310363634,1227670.7819848165,32087.642827037358,14591044.210234985
2020cbab,2020,c,b,a,b,min,0.1,2045,1.8917078798747013,63.05062481350832,770264902866.2705,,76.73124393639876,4716825957.196916,400000000.0002272,5.753998522489956,400.00188270672965,14498.921046784235,0.7599821980046341,710991.621338994,280649.2843115176,1390090.0288958405,31807.90116846177,661195.452275292
2020cbab,2020,c,b,a,b,max,0.1,2045,59.714022850732896,1.3154000468316744e-06,825104509017.528,-229.0702836327387,11.56242123330317,19589447905.066948,249999998.6124529,3.0670070857547143,521.4840014261491,718322.9290769068,0.49421957808928507,942147.5361848951,491944.34005071386,1278697.5420656386,31807.90051115736,16440555.298026765
2020cbab,2020,c,b,a,b,min,0.02,2050,5.702355676704349,190.0595147030649,679704575940.1124,,65.76180032994701,12068607740.583767,454983827.9339949,0.46625876650534315,462.1386084342348,71953.60353768183,0.46162230464986537,590496.9061054528,233822.02839983092,1448817.3408548986,31807.90006568531,2724368.255593518
2020cbab,2020,c,b,a,b,max,0.02,2050,33.99660776445438,36.60034023356067,719185777252.3129,0.0,61.34217078311723,64294294937.23631,349610748.5722098,19.513833093963783,432.7231906206475,419456.3109499468,0.47222817865371486,803568.2123814104,353966.1830423831,1262023.3180176995,32160.34678681045,12667304.006062156
2020cbab,2020,c,b,a,b,min,0.05,2050,3.309102202855868,110.29237641934515,694059489746.5718,,66.37258800866303,7238392671.412072,462049546.8529732,0.3240858500039524,465.38550247335746,35527.07611717366,0.542544975287988,611787.0235834587,260993.6023350697,1427172.665539118,31807.900047033483,664847.8716312047
2020cbab,2020,c,b,a,b,max,0.05,2050,47.616500560924976,1.3748923369056136,733335682887.113,-87.01550171538513,5.0082035806555805,7244837648.89425,310496643.9047604,1165113.183557218,478.46596154902267,529946.7665972443,0.5203783022802771,858471.5631515122,405546.98322063196,1301145.4333260397,32081.9190775023,14571059.238565419
2020cbab,2020,c,b,a,b,min,0.1,2050,1.5079883514518857,50.261251892723905,714964872673.0691,,66.3104888599479,3244176483.3514314,469045498.49329334,0.2306029350164546,469.0574462176018,14498.921046784235,0.6058251985384223,676323.0499929364,272049.4552072912,1394536.53592171,31807.900049692056,698575.112661191
2020cbab,2020,c,b,a,b,max,0.1,2050,68.44271765505711,8.917723839377912e-07,771027553413.7577,-21.760681680082943,0.5098342248981715,858089351.6015356,305152773.09347683,0.15775742150828725,561.2756132139634,673751.599527969,0.5827171798843866,905564.2904783554,488211.26732351276,1517124.9169300776,31807.900037550884,16439671.19169599
2020ccab,2020,c,c,a,b,min,0.02,2025,-0.0,4.195655130639528e-10,932409022367.06,,55.96505713875062,-0.0,0.0,6.623645182310524,7.154795874285315,0.0,,331691.45457506605,38164.73165391435,310678.1153529714,99790.10190880916,2.423204368532731
2020ccab,2020,c,c,a,b,max,0.02,2025,7.469724927177975,4.569870181263697e-08,945976603638.6119,-24.218916818831467,1.1346455181358446,259723425.01016343,-198.68431076331288,0.07857143098529926,7.154780424355928,48388.38434219347,0.9999096344781518,386617.0988578875,44269.663348872906,336900.43667138217,99790.1000206618,492.3367887206148
2020ccab,2020,c,c,a,b,min,0.05,2025,-0.0,7.615744589887211e-10,932686874161.4834,,55.95977056297436,-0.0,0.0,9.721977289091615,7.154803163214019,0.0,,331691.6727184581,38164.730470228475,310678.26010791294,99790.10265696135,3.6010032835600105
2020ccab,2020,c,c,a,b,max,0.05,2025,15.59129871670003,1.8119126119533722e-07,966946528348.0396,-21.30610508584461,0.8769455489186944,419223109.71995944,-106.78337183431395,0.7869167429826059,51.28550743217992,101142.3836351254,0.9984961005977963,443889.12646418967,47640.89063914663,349348.73933602497,99790.10016996348,701.0189244955938
2020ccab,2020,c,c,a,b,min,0.1,2025,-0.0,3.1432755491452e-11,932731579428.0466,,55.96557628389453,-0.0,0.0,0.4699094049439996,7.154781062693277,0.0,,331690.54839473753,38164.729314606695,310678.1687798251,99790.10012955047,0.14972100601517443
2020ccab,2020,c,c,a,b,max,0.1,2025,28.28094256810524,5.509632757223333e-09,1001896402868.8314,-19.99053314798073,0.7651236602358732,697701922.9768701,-18.892669381367025,0.011914896993858682,137.44826836485106,185618.0463416273,0.9868949980529045,504850.686739828,78824.59121442279,354510.30467705993,99790.10000274991,51892.26915630624
2020ccab,2020,c,c,a,b,min,0.02,2030,-0.0,4.153725552508723e-11,872007844622.9519,,55.744494820353744,-0.0,41357500.23821906,0.5222888343993535,48.51228182130485,0.0,,439808.8247118804,76910.84859778642,563926.8572039311,76584.00014433761,5368.870507936232
2020ccab,2020,c,c,a,b,max,0.02,2030,7.713299953979251,2.2254235995278854e-07,885576527756.4045,-24.539061252316213,1.1555419645594809,255745191.8903557,4720604.999556859,0.06285855269719559,17.697365460335558,79569.52180781933,0.6137483377050434,488419.0518819886,105858.21163010753,596782.7383139262,76584.00001392391,1456829.731682518
2020ccab,2020,c,c,a,b,min,0.05,2030,-0.0,7.2570038894735655e-09,871967627397.0818,,55.742373581627746,-0.0,41349433.34190128,118.79680385901926,48.50458591353259,0.0,,439808.11695018224,76911.20964844094,563931.7475032082,76584.03339846192,5362.5649106962255
2020ccab,2020,c,c,a,b,max,0.05,2030,16.05545372005448,3.7862482134945456e-07,907220417033.9487,-23.501996956003133,1.0643367833531285,506811570.6719689,3559374.401367258,0.15687815720960013,71.01968512836125,146281.6139515228,0.6948283122449362,529959.3674215125,138145.09684818832,596740.6967451232,76584.0000396063,2199562.622870144
2020ccab,2020,c,c,a,b,min,0.1,2030,-0.0,3.0551173053818845e-11,871404713942.4458,,55.7418721619151,-0.0,41357644.25661936,0.4083072248493951,48.5124256083898,0.0,,439808.4833988616,76911.00288832761,563926.0608692843,76584.0001292659,5347.275858180151
2020ccab,2020,c,c,a,b,max,0.1,2030,29.078032325867788,1.0861032342401758e-07,943300866386.9395,-23.016822755316777,1.019281026357605,907115927.5370915,5359544.435528084,0.028668615314698366,162.00512879923275,245926.66457972888,0.7524488399214082,601854.9243994076,174390.5146691376,614898.8433601774,76584.00000654995,3353114.1963302665
2020ccab,2020,c,c,a,b,min,0.02,2035,-0.0,2.3066806963923687e-11,769981914257.5946,,65.88011134776141,-0.0,299999999.9999894,0.5022035809430906,307.1547809474727,0.0,,483351.440454572,127039.04693179311,868899.8363498552,40121.30013021196,94949.00705337284
2020ccab,2020,c,c,a,b,max,0.02,2035,8.425957836632607,9.582331604738665e-05,781354354212.7617,-36.521532062183326,2.2384502112954334,556916108.3315986,258969134.06038457,19.04314786284724,268.55953984338333,95088.98562678113,0.5536169655750728,538981.8408008476,171302.42830243707,886786.8950284062,40121.30438373643,2658860.2989538093
2020ccab,2020,c,c,a,b,min,0.05,2035,-0.0,3.1782142012304804e-11,770550908485.1897,,65.87917971154889,-0.0,299999999.9999945,0.38564303109094444,307.154780678226,0.0,,483348.1333349892,127039.95921589925,868896.6865571825,40121.30011092038,94827.92724100468
2020ccab,2020,c,c,a,b,max,0.05,2035,17.535045128980347,4.224346582426931e-07,802290750506.076,-27.19969558014927,1.3604747564269977,663377031.3768786,213808102.39283788,0.10433904494073358,274.99648986940093,188831.777460098,0.5784594507345947,602515.7224472677,217872.6660899519,886248.9472053638,40121.30002412471,4489363.274797662
2020ccab,2020,c,c,a,b,min,0.1,2035,-0.0,2.4415532011757316e-11,767512650087.0021,,65.88037570067848,-0.0,299999999.99999523,0.4397499995956503,307.15478079978567,0.0,,483349.51368583814,127041.2842248271,868897.961446294,40121.30012137127,94962.76596234675
2020ccab,2020,c,c,a,b,max,0.1,2035,30.61568862753333,1.6404610859397223e-07,837098997992.677,-25.58066153586704,1.2482437681286118,1074524796.9914339,184047979.5837402,0.03702238344915171,333.68543879468007,318619.0244879796,0.6006532185520916,688109.0151570856,271329.33568171505,906927.1750229364,40121.300009116414,6185907.252192146
2020ccab,2020,c,c,a,b,min,0.02,2040,-0.0,1.285647143132748e-09,778516988886.3561,,129.16412500738892,-0.0,500000000.00144184,12.714655968201507,507.15479422755516,0.0,,595623.0513972924,224778.75687700257,1238461.488495988,31807.90566913547,178321.75513497496
2020ccab,2020,c,c,a,b,max,0.02,2040,22.960085095926203,1.4150894286012102e-05,782801611250.6051,-41.34966525587324,2.5586529002414493,1705974810.7710564,500000000.90829813,1.7598580233859233,569.9182325953365,244594.6066976796,0.5592567725168599,650398.2800766745,289311.05131128774,1110084.900968513,31807.90053437782,6900776.861297583
2020ccab,2020,c,c,a,b,min,0.05,2040,-0.0,3.287894589051094e-11,782802493032.7822,,129.16727284121293,-0.0,500000000.0000375,0.41107884049510723,507.15478035089103,0.0,,595623.9931020101,224786.0825265124,1238456.3234326583,31807.900153027575,178458.60972274985
2020ccab,2020,c,c,a,b,max,0.05,2040,33.504125178942864,1.4883985770290387e-06,805533469463.396,-30.091710176818054,1.547831227642545,1464285007.294511,500000000.0054534,0.2842890762334058,634.043748066478,357172.02441368677,0.5634304445997803,719110.2142190514,316689.4783409803,1086183.841552824,31807.900067157003,9195792.471871963
2020ccab,2020,c,c,a,b,min,0.1,2040,-0.0,3.230870453811835e-10,777931860566.1917,,129.16441348325088,-0.0,500000000.0003543,3.7440216892095894,507.15478334134946,0.0,,595620.3573126467,224781.05233001802,1238460.464850783,31807.90134315848,178308.43984220029
2020ccab,2020,c,c,a,b,max,0.1,2040,48.64438726033445,4.340568769575496e-07,843367719961.5764,-27.688399966429618,1.359919951712175,1878864254.8013608,459063014.46257114,0.08927576796470597,697.1874939629109,504989.56641482166,0.5833648026570865,818428.5561198128,371943.41341518227,1105270.671083827,31807.900019565062,11542012.525745073
2020ccab,2020,c,c,a,b,min,0.02,2045,-0.0,1.6987513290772111e-10,716654972135.1038,,63.06861205469279,-0.0,586535082.2797922,6.536788385395704,593.6898702431826,0.0,,551906.5344043355,217124.83265197388,1242184.4753803336,31807.901119733073,223278.4840378699
2020ccab,2020,c,c,a,b,max,0.02,2045,17.05239270410707,5.875846057931335e-05,729146588692.8802,0.0,62.031591500080026,32562008853.708088,551963391.8335127,50.2785551255959,579.6715002672273,244580.93819491964,0.41284569178885083,601200.5809197815,281258.3532861314,1113062.5490479323,31807.900010057117,6934488.977452732
