scenario,SEQ,SEQCOST,CCCOST,sense,slack,horizon,h2prod,imports,system_cost,obj_bound_dual,h2price,co2seq,dac,elec_cap,elec_cf,total_onwind,total_offwind,total_solar
baa,b,a,a,min,0.05,2035,-0.0,6.25543690561295e-11,897286471537.0295,,151.99634902651528,150000000.00012624,0.44297413613464987,0.0,,697233.0773778472,243501.58207643684,1346361.188205707
baa,b,a,a,max,0.05,2035,18.4608237135681,4.237668818750919e-07,926957532648.0375,-19.261960794483866,1.3820645404157936,149999999.99845654,0.028437081712920507,137546.05673896117,0.8288939360089583,668852.9303386356,294074.4740918856,1747560.1361073626
baa,b,a,a,min,0.1,2035,-0.0,6.820439371495709e-11,897286455268.5706,,151.99634419665878,150000000.00009656,0.2624351868942178,0.0,,697238.7009243037,243499.8841734143,1346354.817071575
baa,b,a,a,max,0.1,2035,27.831459023242605,4.5247426595193225e-07,966339223146.2284,-16.67731465741152,1.0172544248756983,149999999.99835885,0.04781396532829857,205948.78996948196,0.8411379573812264,649004.4705911614,329666.1388684012,1923724.2846075925
baa,b,a,a,min,0.02,2040,17.367420164046017,578.8561139391854,1039002005096.4482,-5.010922420176557,1.286159977907167,250000000.08245218,0.6446615128116595,147864.0368749865,0.684160164740882,978299.6262845232,355373.7776263795,2084332.1794462334
baa,b,a,a,max,0.02,2040,34.03482641853518,490.93076792624345,1040574217205.1265,-28.241949265899752,2.457925297038333,250000000.01720977,6102098.584857817,276248.55410889315,0.7266200684471489,839083.8634033373,407603.17803866445,2428636.3243824234
baa,b,a,a,min,0.05,2040,15.448579457456997,514.901153290154,1066558800125.5854,-2.6934605572289545,1.0202971968681311,250000000.00809073,0.060537457414227586,123925.83214180647,0.7261255836417315,1040774.6204108902,381642.1668561379,2224238.058435672
baa,b,a,a,max,0.05,2040,45.100651174727055,175.4787054653535,1070244426134.9287,-23.896059845607958,1.9373668437975484,250000000.00518832,38407039.598323494,358331.09267246904,0.7472054237077055,904141.5157484073,464277.12747587485,2658781.7424427937
baa,b,a,a,min,0.1,2040,13.952212388126739,465.02723889998435,1112485808776.8906,-0.9061352037887616,0.7929886506717022,250000000.00010228,0.0002448808525297219,103679.32239593356,0.783855409758515,1056436.2687635173,447189.8633543892,2402967.350079532
baa,b,a,a,max,0.1,2040,59.87239934425097,138.23832792862015,1118805721094.2627,-19.575946107965287,1.3850330328127798,249999999.92048636,75977900.67418653,462304.65675753605,0.7736930900906259,930076.9094492472,542816.1822301439,3003686.8183100456
baa,b,a,a,min,0.02,2045,16.04141939173269,390.1900099698931,931692778474.563,,88.87795159670567,400000000.000062,41516997.985106125,147864.016695884,0.6319246916244753,933870.0736360375,347428.2496017808,2099448.7534730053
